CPSE,Material_Code,Material_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,Manufacturer,Manufacturer_Part_No,Plant,Material_Status,Annual_Consumption,Last_Purchase_Date,Normalized_Description,Normalized_Specification,Normalized_Material_Grade,Normalized_Size,Normalized_Coating,Normalized_Manufacturer,Normalized_Manufacturer_Part_No,Normalized_Unit,Normalization_Changed,Normalization_Rule_Count,Normalization_Rules_Applied
CPCL,CPCL-304313,BALL BEARING 6208,Bearings,Ball Bearing,ISO 15; Bearing 6208,Chrome Steel,6208,,,,NOS,Bharat Industrial Works,BHA-123-10,Manali Terminal,Active,22256,2025-08-06,ball bearing 6208,iso 15; bearing 6208,chrome steel,6208,,Bharat Industrial Works,BHA-123-10,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-335347,M8 HEX NUT,Fasteners,Nut,IS 1364; M8; Zinc Plated,Carbon Steel,M8,,,Zinc Plated,NOS,National Bearing Works,NAT-503-34,Ahmedabad Asset,Active,13118,2024-07-29,m8 hexagonal nut,is 1364; m8; zinc plated,carbon steel,m8,zinc plated,National Bearing Works,NAT-503-34,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
HPCL,HPCL-189503,FLAT WASHER M20,Fasteners,Washer,IS 2016; M20; Zinc Plated,Carbon Steel,M20,,,Zinc Plated,NOS,Larsen Engineering,LAR-431-97,Vishakha Terminal,Active,8388,2024-05-20,flat washer m20,is 2016; m20; zinc plated,carbon steel,m20,zinc plated,Larsen Engineering,LAR-431-97,NOS,True,1,LOWERCASE_TEXT
IOCL,IOCL-780603,WASHER M20 ZINC PLATED,Fasteners,Washer,IS 2016; M20; Zinc Plated,Carbon Steel,M20,,,Zinc Plated,NOS,Prime Electricals,PRI-670-84,Paradip Refinery,Active,14568,2025-08-07,washer m20 zinc plated,is 2016; m20; zinc plated,carbon steel,m20,zinc plated,Prime Electricals,PRI-670-84,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-739844,GATE VALVE FLANGED 6 in,Valves,Gate Valve,API 600; 6 in; ASTM A216 WCB,ASTM A216 WCB,6 in,,,Painted,NOS,Prime Electricals,PRI-875-94,Mumbai Offshore,Active,22901,2026-02-15,gate valve flanged 6 in,api 600; 6 in; astm a216 wcb,astm a216 wcb,6 in,painted,Prime Electricals,PRI-875-94,NOS,True,1,LOWERCASE_TEXT
IOCL,IOCL-343132,HRC CARTRIDGE 5 A,Electrical,Fuse,IS 13703; 5 A,Ceramic,5 A,,,,MTR,Eastern Cables,EAS-254-29,Paradip Refinery,Active,199,2024-12-25,high rupturing capacity cartridge 5 a,is 13703; 5 a,ceramic,5 a,,Eastern Cables,EAS-254-29,MTR,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
ONGC,ONGC-842200,RTD PT100 4-wire 150 MM,Instrumentation,Temperature Sensor,IEC 60751; 4-wire; 150 mm,Pt100,4-wire,150 mm,10 mm,SS,NOS,Larsen Engineering,LAR-177-83,Mehsana Asset,Active,4249,2026-01-08,rtd pt100 4-wire 150 mm,iec 60751; 4-wire; 150 mm,pt100,4-wire,ss,Larsen Engineering,LAR-177-83,NOS,True,1,LOWERCASE_TEXT
CPCL,CPCL-905907,PROCESS PUMP 100 mm,Pumps,Centrifugal Pump,API 610; 100 mm; SS 316,SS 316,100 mm,,,Painted,NOS,Eastern Cables,EAS-843-94,Manali Terminal,Active,24183,2024-12-23,process pump 100 mm,api 610; 100 mm; ss 316,ss 316,100 mm,painted,Eastern Cables,EAS-843-94,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-167868,HEX HEAD BOLT M10 X 75 ZINC PLATED,Fasteners,Bolt,IS 1363; M16 x 75 mm; Zinc Plated,Carbon Steel,M16,75 mm,8 mm,Zinc Plated,NOS,Supreme Engineering,SUP-735-22,Visakh Refinery,Inactive,7717,2024-09-06,hexagonal head bolt m10 x 75 zinc plated,is 1363; m16 x 75 mm; zinc plated,carbon steel,m16,zinc plated,Supreme Engineering,SUP-735-22,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
ONGC,ONGC-562792,DEEP GROOVE BEARING 6207,Bearings,Ball Bearing,ISO 15; Bearing 6207,Chrome Steel,6207,,,,NOS,Bharat Industrial Works,BHA-164-87,Mehsana Asset,Active,710,2025-06-14,deep groove bearing 6207,iso 15; bearing 6207,chrome steel,6207,,Bharat Industrial Works,BHA-164-87,NOS,True,1,LOWERCASE_TEXT
IOCL,IOCL-680382,SEAMLESS STEEL PIPE 3 in ASTM A106 Gr.B,Pipes & Fittings,Pipe,API 5L; 3 in; ASTM A106 Gr.B,ASTM A106 Gr.B,3 in,6000 mm,,Bare,MTR,National Bearing Works,NAT-992-23,Mathura Refinery,Active,20956,2024-12-18,seamless steel pipe 3 in astm a106 gr.b,api 5l; 3 in; astm a106 gr.b,astm a106 gr.b,3 in,bare,National Bearing Works,NAT-992-23,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-351706,GLOBE VALVE FLANGED 2 in ASTM A216 WCB,Valves,Globe Valve,API 623; 2 in; ASTM A216 WCB,ASTM A216 WCB,2 in,,,Painted,NOS,Prime Electricals,PRI-273-29,Vishakha Terminal,Active,8626,2025-08-04,globe valve flanged 2 in astm a216 wcb,api 623; 2 in; astm a216 wcb,astm a216 wcb,2 in,painted,Prime Electricals,PRI-273-29,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-513685,GLOBE VALVE 3 in API 623,Valves,Globe Valve,API 623; 3 in; ASTM A216 WCB,ASTM A216 WCB,3 in,,,Painted,NOS,Bharat Industrial Works,BHA-395-43,Mumbai Refinery,Active,13460,2024-06-19,globe valve 3 in api 623,api 623; 3 in; astm a216 wcb,astm a216 wcb,3 in,painted,Bharat Industrial Works,BHA-395-43,NOS,True,1,LOWERCASE_TEXT
IOCL,IOCL-432323,FLANGE 4 in ASTM A105,Pipes & Fittings,Flange,ASME B16.5; 4 in; ASTM A105,ASTM A105,4 in,,,Bare,MTR,Metro Pumps & Valves,MET-288-76,Paradip Refinery,Active,4117,2026-03-10,flange 4 in astm a105,asme b16.5; 4 in; astm a105,astm a105,4 in,bare,Metro Pumps & Valves,MET-288-76,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-523889,SEAMLESS STEEL PIPE 3 in ASTM A106 Gr.B,Pipes & Fittings,Pipe,API 5L; 3 in; ASTM A106 Gr.B,ASTM A106 Gr.B,3 in,3000 mm,,Black,MTR,National Bearing Works,NAT-951-31,Chennai Refinery,Active,21897,2026-08-31,seamless steel pipe 3 in astm a106 gr.b,api 5l; 3 in; astm a106 gr.b,astm a106 gr.b,3 in,black,National Bearing Works,NAT-951-31,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-590483,EP GEAR OIL ISO VG 220,Lubricants,Lubricant,IS 10522; ISO VG 220,Mineral Oil,ISO VG 220,,,,LTR,National Bearing Works,NAT-927-65,Mehsana Asset,Active,2455,2025-03-08,ep gear oil iso vg 220,is 10522; iso vg 220,mineral oil,iso vg 220,,National Bearing Works,NAT-927-65,LTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-668296,PRESSURE INDICATOR 0-5 bar,Instrumentation,Pressure Gauge,EN 837-1; Range 0-5 bar,SS 304,0-5 bar,,,SS,NOS,ABC Industrial Products,ABC-591-37,Vishakha Terminal,Active,904,2024-02-25,pressure indicator 0-5 bar,en 837-1; range 0-5 bar,ss 304,0-5 bar,ss,ABC Industrial Products,ABC-591-37,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-318608,PIPE 3 in ASTM A106 Gr.B,Pipes & Fittings,Pipe,API 5L; 3 in; ASTM A106 Gr.B,ASTM A106 Gr.B,3 in,3000 mm,,Black,MTR,Metro Pumps & Valves,MET-113-12,Mumbai Offshore,Inactive,22524,2024-04-06,pipe 3 in astm a106 gr.b,api 5l; 3 in; astm a106 gr.b,astm a106 gr.b,3 in,black,Metro Pumps & Valves,MET-113-12,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-459281,POWER CABLE 2.5 sq mm XLPE Copper,Electrical,Cable,IS 7098; 2.5 sq mm; 1000 m,XLPE Copper,2.5 sq mm,1000 mm,,PVC,MTR,Metro Pumps & Valves,MET-842-22,Chennai Refinery,Active,20324,2025-06-01,power cable 2.5 sq mm xlpe copper,is 7098; 2.5 sq mm; 1000 m,xlpe copper,2.5 sq mm,pvc,Metro Pumps & Valves,MET-842-22,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-935557,CENTRIFUGAL PUMP 25 mm SS 316,Pumps,Centrifugal Pump,API 610; 25 mm; SS 316,SS 316,25 mm,,,Painted,NOS,Eastern Cables,EAS-675-61,Chennai Refinery,Active,23779,2026-02-13,centrifugal pump 25 mm stainless steel 316,api 610; 25 mm; ss 316,ss 316,25 mm,painted,Eastern Cables,EAS-675-61,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
ONGC,ONGC-658985,PRESSURE RELIEF VALVE 3 in SS 316,Safety,Safety Valve,API 526; 3 in; SS 316,SS 316,3 in,,,SS,NOS,Shree Valves & Fittings,SHR-368-23,Mumbai Offshore,Active,853,2025-10-23,pressure relief valve 3 in stainless steel 316,api 526; 3 in; ss 316,ss 316,3 in,ss,Shree Valves & Fittings,SHR-368-23,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
CPCL,CPCL-570822,HYDRAULIC HOSE 1-1/2 in,Hoses,Hydraulic Hose,SAE 100 R2; 1-1/2 in; 5000 mm,Synthetic Rubber,1-1/2 in,5000 mm,,Rubber,MTR,Shree Valves & Fittings,SHR-461-78,Chennai Refinery,Active,16826,2025-07-16,hydraulic hose 1-1/2 in,sae 100 r2; 1-1/2 in; 5000 mm,synthetic rubber,1-1/2 in,rubber,Shree Valves & Fittings,SHR-461-78,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-512607,M20 HEX NUT,Fasteners,Nut,IS 1364; M20; Zinc Plated,Carbon Steel,M20,,,Zinc Plated,NOS,Prime Electricals,PRI-898-83,Chennai Refinery,Active,23222,2025-07-27,m20 hexagonal nut,is 1364; m20; zinc plated,carbon steel,m20,zinc plated,Prime Electricals,PRI-898-83,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
ONGC,ONGC-443302,CARTRIDGE FUSE 16 A,Electrical,Fuse,IS 13703; 16 A,Ceramic,16 A,,,,MTR,Bharat Industrial Works,BHA-838-54,Mumbai Offshore,Active,14405,2024-12-20,cartridge fuse 16 a,is 13703; 16 a,ceramic,16 a,,Bharat Industrial Works,BHA-838-54,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-514927,HEX NUT M20 GALVANIZED,Fasteners,Nut,IS 1364; M20; Galvanized,Carbon Steel,M20,,,Galvanized,NOS,Shree Valves & Fittings,SHR-365-68,Mehsana Asset,Inactive,6016,2024-08-05,hexagonal nut m20 galvanized,is 1364; m20; galvanized,carbon steel,m20,galvanized,Shree Valves & Fittings,SHR-365-68,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
ONGC,ONGC-359476,DEEP GROOVE BEARING 6206,Bearings,Ball Bearing,ISO 15; Bearing 6206,Chrome Steel,6206,,,,NOS,Larsen Engineering,LAR-432-40,Mehsana Asset,Inactive,4367,2024-08-06,deep groove bearing 6206,iso 15; bearing 6206,chrome steel,6206,,Larsen Engineering,LAR-432-40,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-806926,BALL BEARING 6207,Bearings,Ball Bearing,ISO 15; Bearing 6207,Chrome Steel,6207,,,,NOS,Hindustan Mechanical,HIN-585-57,Mumbai Offshore,Active,1686,2024-12-22,ball bearing 6207,iso 15; bearing 6207,chrome steel,6207,,Hindustan Mechanical,HIN-585-57,NOS,True,1,LOWERCASE_TEXT
IOCL,IOCL-660933,WELD NECK FLANGE 1 in ASTM A105,Pipes & Fittings,Flange,ASME B16.5; 1 in; ASTM A105,ASTM A105,1 in,,,Bare,MTR,Prime Electricals,PRI-484-89,Paradip Refinery,Active,8382,2025-01-21,weld neck flange 1 in astm a105,asme b16.5; 1 in; astm a105,astm a105,1 in,bare,Prime Electricals,PRI-484-89,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-834832,POWER CABLE 50 sq mm XLPE Aluminium,Electrical,Cable,IS 7098; 50 sq mm; 100 m,XLPE Aluminium,50 sq mm,100 mm,,PVC,MTR,Larsen Engineering,LAR-787-34,Mumbai Offshore,Active,11609,2026-06-21,power cable 50 sq mm xlpe aluminium,is 7098; 50 sq mm; 100 m,xlpe aluminium,50 sq mm,pvc,Larsen Engineering,LAR-787-34,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-463811,PLAIN WASHER M20 GALVANIZED,Fasteners,Washer,IS 2016; M20; Galvanized,Carbon Steel,M20,,,Galvanized,NOS,Larsen Engineering,LAR-383-47,Visakh Refinery,Active,5238,2025-08-26,plain washer m20 galvanized,is 2016; m20; galvanized,carbon steel,m20,galvanized,Larsen Engineering,LAR-383-47,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-857436,GLOBE VALVE FLANGED 1 in,Valves,Globe Valve,API 623; 1 in; ASTM A216 WCB,ASTM A216 WCB,1 in,,,Painted,NOS,ABC Industrial Products,ABC-371-19,Ahmedabad Asset,Active,187,2025-10-14,globe valve flanged 1 in,api 623; 1 in; astm a216 wcb,astm a216 wcb,1 in,painted,ABC Industrial Products,ABC-371-19,NOS,True,1,LOWERCASE_TEXT
CPCL,CPCL-837515,XLPE CABLE 2.5 sq mm,Electrical,Cable,IS 7098; 2.5 sq mm; 500 m,XLPE Copper,2.5 sq mm,500 mm,,PVC,MTR,Bharat Industrial Works,BHA-250-41,Chennai Refinery,Active,5080,2026-08-23,xlpe cable 2.5 sq mm,is 7098; 2.5 sq mm; 500 m,xlpe copper,2.5 sq mm,pvc,Bharat Industrial Works,BHA-250-41,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-233026,GEAR OIL ISO VG 220,Lubricants,Lubricant,IS 10522; ISO VG 220,Mineral Oil,ISO VG 220,,,,LTR,National Bearing Works,NAT-510-61,Chennai Refinery,Active,14388,2025-10-12,gear oil iso vg 220,is 10522; iso vg 220,mineral oil,iso vg 220,,National Bearing Works,NAT-510-61,LTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-786014,GLOBE VALVE FLANGED 2 in,Valves,Globe Valve,API 623; 2 in; ASTM A216 WCB,ASTM A216 WCB,2 in,,,Painted,NOS,ABC Industrial Products,ABC-603-53,Chennai Refinery,Active,22015,2026-05-10,globe valve flanged 2 in,api 623; 2 in; astm a216 wcb,astm a216 wcb,2 in,painted,ABC Industrial Products,ABC-603-53,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-533952,PIPE 6 in ASTM A106 Gr.B,Pipes & Fittings,Pipe,API 5L; 6 in; ASTM A106 Gr.B,ASTM A106 Gr.B,6 in,6000 mm,,Bare,MTR,Metro Pumps & Valves,MET-742-80,Vishakha Terminal,Active,12560,2024-04-04,pipe 6 in astm a106 gr.b,api 5l; 6 in; astm a106 gr.b,astm a106 gr.b,6 in,bare,Metro Pumps & Valves,MET-742-80,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-402831,HEX NUT M20 ZINC PLATED,Fasteners,Nut,IS 1364; M20; Zinc Plated,Carbon Steel,M20,,,Zinc Plated,NOS,National Bearing Works,NAT-122-19,Mumbai Refinery,Active,16082,2024-10-10,hexagonal nut m20 zinc plated,is 1364; m20; zinc plated,carbon steel,m20,zinc plated,National Bearing Works,NAT-122-19,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
ONGC,ONGC-835993,GLOBE VALVE FLANGED 4 in ASTM A216 WCB,Valves,Globe Valve,API 623; 4 in; ASTM A216 WCB,ASTM A216 WCB,4 in,,,Painted,NOS,Prime Electricals,PRI-491-25,Ahmedabad Asset,Active,18497,2026-04-21,globe valve flanged 4 in astm a216 wcb,api 623; 4 in; astm a216 wcb,astm a216 wcb,4 in,painted,Prime Electricals,PRI-491-25,NOS,True,1,LOWERCASE_TEXT
CPCL,CPCL-600981,GLOBE VALVE FLANGED 4 in,Valves,Globe Valve,API 623; 4 in; ASTM A216 WCB,ASTM A216 WCB,4 in,,,Painted,NOS,Metro Pumps & Valves,MET-643-87,Manali Terminal,Inactive,19442,2026-02-07,globe valve flanged 4 in,api 623; 4 in; astm a216 wcb,astm a216 wcb,4 in,painted,Metro Pumps & Valves,MET-643-87,NOS,True,1,LOWERCASE_TEXT
CPCL,CPCL-333881,HIGH PRESSURE HYDRAULIC HOSE 1 in,Hoses,Hydraulic Hose,SAE 100 R2; 1 in; 5000 mm,Synthetic Rubber,1 in,5000 mm,,Rubber,MTR,Shree Valves & Fittings,SHR-949-64,Chennai Refinery,Active,17543,2026-09-05,high pressure hydraulic hose 1 in,sae 100 r2; 1 in; 5000 mm,synthetic rubber,1 in,rubber,Shree Valves & Fittings,SHR-949-64,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-989709,90 DEGREE ELBOW 1 in ASME B16.9,Pipes & Fittings,Elbow,ASME B16.9; 1 in; ASTM A234 WPB,ASTM A234 WPB,1 in,,,Bare,MTR,Larsen Engineering,LAR-217-23,Ahmedabad Asset,Active,20376,2024-07-19,90 degree elbow 1 in asme b16.9,asme b16.9; 1 in; astm a234 wpb,astm a234 wpb,1 in,bare,Larsen Engineering,LAR-217-23,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-635586,SPIRAL GASKET 3 in,Seals,Gasket,ASME B16.20; 3 in; Graphite/SS 316,Graphite/SS 316,3 in,,,SS,NOS,ABC Industrial Products,ABC-687-70,Chennai Refinery,Active,14661,2025-02-18,spiral gasket 3 in,asme b16.20; 3 in; graphite/ss 316,graphite/ss 316,3 in,ss,ABC Industrial Products,ABC-687-70,NOS,True,1,LOWERCASE_TEXT
ONGC,ONGC-593893,GEAR OIL EP 140,Lubricants,Lubricant,IS 10522; EP 140,Mineral Oil,EP 140,,,,LTR,Shree Valves & Fittings,SHR-498-35,Mehsana Asset,Active,13481,2024-04-03,gear oil ep 140,is 10522; ep 140,mineral oil,ep 140,,Shree Valves & Fittings,SHR-498-35,LTR,True,1,LOWERCASE_TEXT
IOCL,IOCL-817430,BEARING NO 6205,Bearings,Ball Bearing,ISO 15; Bearing 6205,Chrome Steel,6205,,,,NOS,Eastern Cables,EAS-437-62,Panipat Refinery,Active,21980,2024-10-21,bearing number 6205,iso 15; bearing 6205,chrome steel,6205,,Eastern Cables,EAS-437-62,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
CPCL,CPCL-693564,WASHER M16 ZINC PLATED,Fasteners,Washer,IS 2016; M16; Zinc Plated,Carbon Steel,M16,,,Zinc Plated,NOS,National Bearing Works,NAT-862-58,Manali Terminal,Inactive,14692,2024-04-25,washer m16 zinc plated,is 2016; m16; zinc plated,carbon steel,m16,zinc plated,National Bearing Works,NAT-862-58,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-573101,WELD NECK FLANGE 3 in ASTM A105,Pipes & Fittings,Flange,ASME B16.5; 3 in; ASTM A105,ASTM A105,3 in,,,Bare,MTR,Metro Pumps & Valves,MET-760-69,Mumbai Refinery,Active,18492,2026-02-28,weld neck flange 3 in astm a105,asme b16.5; 3 in; astm a105,astm a105,3 in,bare,Metro Pumps & Valves,MET-760-69,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-640497,HEXAGONAL BOLT M12X50 GALVANIZED,Fasteners,Bolt,IS 1363; M12 x 50 mm; Galvanized,Carbon Steel,M12,50 mm,20 mm,Galvanized,NOS,Bharat Industrial Works,BHA-893-84,Manali Terminal,Active,24987,2024-12-17,hexagonal bolt m12x50 galvanized,is 1363; m12 x 50 mm; galvanized,carbon steel,m12,galvanized,Bharat Industrial Works,BHA-893-84,NOS,True,1,LOWERCASE_TEXT
CPCL,CPCL-821696,SPIRAL WOUND GASKET 1 in Graphite/SS 316,Seals,Gasket,ASME B16.20; 1 in; Graphite/SS 316,Graphite/SS 316,1 in,,,SS,NOS,ABC Industrial Products,ABC-840-33,Chennai Refinery,Active,17505,2023-12-16,spiral wound gasket 1 in graphite/stainless steel 316,asme b16.20; 1 in; graphite/ss 316,graphite/ss 316,1 in,ss,ABC Industrial Products,ABC-840-33,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
HPCL,HPCL-340517,CENTRIFUGAL PUMP 25 mm SS 316,Pumps,Centrifugal Pump,API 610; 25 mm; SS 316,SS 316,25 mm,,,Painted,NOS,Apex Industrial Systems,APE-204-75,Vishakha Terminal,Active,4414,2024-11-08,centrifugal pump 25 mm stainless steel 316,api 610; 25 mm; ss 316,ss 316,25 mm,painted,Apex Industrial Systems,APE-204-75,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
IOCL,IOCL-868395,SPIRAL GASKET 3 in,Seals,Gasket,ASME B16.20; 3 in; Graphite/SS 316,Graphite/SS 316,3 in,,,SS,NOS,Metro Pumps & Valves,MET-793-51,Mathura Refinery,Active,7695,2024-07-21,spiral gasket 3 in,asme b16.20; 3 in; graphite/ss 316,graphite/ss 316,3 in,ss,Metro Pumps & Valves,MET-793-51,NOS,True,1,LOWERCASE_TEXT
CPCL,CPCL-369910,SEAMLESS STEEL PIPE 6 in ASTM A106 Gr.B,Pipes & Fittings,Pipe,API 5L; 6 in; ASTM A106 Gr.B,ASTM A106 Gr.B,6 in,3000 mm,,Black,MTR,Supreme Engineering,SUP-124-78,Chennai Refinery,Active,4446,2025-02-05,seamless steel pipe 6 in astm a106 gr.b,api 5l; 6 in; astm a106 gr.b,astm a106 gr.b,6 in,black,Supreme Engineering,SUP-124-78,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-264239,CARTRIDGE FUSE 32 A,Electrical,Fuse,IS 13703; 32 A,Ceramic,32 A,,,,MTR,Hindustan Mechanical,HIN-974-23,Manali Terminal,Active,15022,2025-05-06,cartridge fuse 32 a,is 13703; 32 a,ceramic,32 a,,Hindustan Mechanical,HIN-974-23,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-383029,GLOBE VALVE FLANGED 3 in,Valves,Globe Valve,API 623; 3 in; ASTM A216 WCB,ASTM A216 WCB,3 in,,,Painted,NOS,ABC Industrial Products,ABC-646-15,Ahmedabad Asset,Active,6637,2025-05-06,globe valve flanged 3 in,api 623; 3 in; astm a216 wcb,astm a216 wcb,3 in,painted,ABC Industrial Products,ABC-646-15,NOS,True,1,LOWERCASE_TEXT
IOCL,IOCL-652305,PIPE 1 in ASTM A106 Gr.B,Pipes & Fittings,Pipe,API 5L; 1 in; ASTM A106 Gr.B,ASTM A106 Gr.B,1 in,3000 mm,,Black,MTR,Hindustan Mechanical,HIN-285-84,Paradip Refinery,Inactive,410,2026-01-03,pipe 1 in astm a106 gr.b,api 5l; 1 in; astm a106 gr.b,astm a106 gr.b,1 in,black,Hindustan Mechanical,HIN-285-84,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-826663,90 DEGREE ELBOW 2 in ASTM A234 WPB,Pipes & Fittings,Elbow,ASME B16.9; 2 in; ASTM A234 WPB,ASTM A234 WPB,2 in,,,Bare,MTR,Supreme Engineering,SUP-179-12,Visakh Refinery,Blocked,16523,2026-08-31,90 degree elbow 2 in astm a234 wpb,asme b16.9; 2 in; astm a234 wpb,astm a234 wpb,2 in,bare,Supreme Engineering,SUP-179-12,MTR,True,1,LOWERCASE_TEXT
IOCL,IOCL-324250,SEAMLESS STEEL PIPE 2 in API 5L,Pipes & Fittings,Pipe,API 5L; 2 in; ASTM A106 Gr.B,ASTM A106 Gr.B,2 in,3000 mm,,Bare,MTR,National Bearing Works,NAT-562-88,Paradip Refinery,Active,9280,2024-10-09,seamless steel pipe 2 in api 5l,api 5l; 2 in; astm a106 gr.b,astm a106 gr.b,2 in,bare,National Bearing Works,NAT-562-88,MTR,True,1,LOWERCASE_TEXT
HPCL,HPCL-566373,ELBOW 4 in ASTM A234 WPB,Pipes & Fittings,Elbow,ASME B16.9; 4 in; ASTM A234 WPB,ASTM A234 WPB,4 in,,,Bare,MTR,Hindustan Mechanical,HIN-734-68,Mumbai Refinery,Active,11907,2024-10-04,elbow 4 in astm a234 wpb,asme b16.9; 4 in; astm a234 wpb,astm a234 wpb,4 in,bare,Hindustan Mechanical,HIN-734-68,MTR,True,1,LOWERCASE_TEXT
CPCL,CPCL-616780,M16 X 50 MM HEX HEAD BOLT ZINC PLATED,Fasteners,Bolt,IS 1363; M16 x 50 mm; Zinc Plated,Carbon Steel,M16,50 mm,10 mm,Zinc Plated,NOS,Shree Valves & Fittings,SHR-998-18,Manali Terminal,Active,4173,2024-06-30,m16 x 50 mm hexagonal head bolt zinc plated,is 1363; m16 x 50 mm; zinc plated,carbon steel,m16,zinc plated,Shree Valves & Fittings,SHR-998-18,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
ONGC,ONGC-657481,HRC FUSE 32 A,Electrical,Fuse,IS 13703; 32 A,Ceramic,32 A,,,,MTR,Eastern Cables,EAS-464-70,Mumbai Offshore,Active,11765,2026-06-03,high rupturing capacity fuse 32 a,is 13703; 32 a,ceramic,32 a,,Eastern Cables,EAS-464-70,MTR,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
IOCL,IOCL-203171,GLOBE VALVE 4 in API 623,Valves,Globe Valve,API 623; 4 in; ASTM A216 WCB,ASTM A216 WCB,4 in,,,Painted,NOS,Metro Pumps & Valves,MET-988-70,Panipat Refinery,Active,344,2025-09-14,globe valve 4 in api 623,api 623; 4 in; astm a216 wcb,astm a216 wcb,4 in,painted,Metro Pumps & Valves,MET-988-70,NOS,True,1,LOWERCASE_TEXT
HPCL,HPCL-338004,SEAMLESS STEEL PIPE 4 in ASTM A106 Gr.B,Pipes & Fittings,Pipe,API 5L; 4 in; ASTM A106 Gr.B,ASTM A106 Gr.B,4 in,6000 mm,,Bare,MTR,Bharat Industrial Works,BHA-910-42,Visakh Refinery,Active,18076,2024-10-24,seamless steel pipe 4 in astm a106 gr.b,api 5l; 4 in; astm a106 gr.b,astm a106 gr.b,4 in,bare,Bharat Industrial Works,BHA-910-42,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-314897,SEAMLESS STEEL PIPE 4 in API 5L,Pipes & Fittings,Pipe,API 5L; 4 in; ASTM A106 Gr.B,ASTM A106 Gr.B,4 in,6000 mm,,Bare,MTR,Metro Pumps & Valves,MET-440-16,Mumbai Offshore,Active,3864,2026-07-21,seamless steel pipe 4 in api 5l,api 5l; 4 in; astm a106 gr.b,astm a106 gr.b,4 in,bare,Metro Pumps & Valves,MET-440-16,MTR,True,1,LOWERCASE_TEXT
ONGC,ONGC-609877,GLOBE VALVE FLANGED 3 in ASTM A216 WCB,Valves,Globe Valve,API 623; 3 in; ASTM A216 WCB,ASTM A216 WCB,3 in,,,Painted,NOS,Prime Electricals,PRI-675-93,Ahmedabad Asset,Active,6456,2025-09-06,globe valve flanged 3 in astm a216 wcb,api 623; 3 in; astm a216 wcb,astm a216 wcb,3 in,painted,Prime Electricals,PRI-675-93,NOS,True,1,LOWERCASE_TEXT
IOCL,IOCL-312060,FLOATING BALL VALVE 1 in SS 316,Valves,Ball Valve,API 608; 1 in; SS 316,SS 316,1 in,,,SS,NOS,Eastern Cables,EAS-159-26,Paradip Refinery,Active,19978,2025-10-17,floating ball valve 1 in stainless steel 316,api 608; 1 in; ss 316,ss 316,1 in,ss,Eastern Cables,EAS-159-26,NOS,True,2,LOWERCASE_TEXT;ABBREVIATION_EXPANSION
