cmm_code,common_description,material_family,governance_status,member_count,cpse_count,consuming_cpses,primary_uom,total_annual_consumption,avg_consumption_per_member,plant_count,dominant_plant
CMM-PIPEF-B78A58-001,PIPE/FITTING | IS 2062 | 6 IN | ASME B16.9,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,Coal India;IOCL,MTR,10374,5187.0,2,Mathura Refinery
CMM-PIPEF-B8E209-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,13656,13656.0,1,Kirandul Complex
CMM-PIPEF-B95E69-001,PIPE/FITTING | FLANGE | SS 316L | DN 80 | ASME B16.5,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,HPCL;NMDC,MTR,4624,2312.0,2,Bailadila Iron Ore Mine
CMM-PIPEF-BA55E3-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,13801,13801.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-BB0A61-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,13417,13417.0,1,Bhilai Steel Plant
CMM-PIPEF-BB81D7-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,10387,10387.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-BBD3DF-001,PIPE/FITTING | FLANGE | IS 2062 | DN 150 | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,6,6,Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,MTR,57996,9666.0,6,Mathura Refinery
CMM-PIPEF-BC9186-001,PIPE/FITTING | CARBON STEEL | DN 150 | ASME B16.5,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,IOCL,MTR,13818,13818.0,1,Barauni Refinery
CMM-PIPEF-BDCB94-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,784,784.0,1,Durgapur Steel Plant
CMM-PIPEF-BED3C9-001,PIPE/FITTING | CARBON STEEL | DN 100 | ASME B16.5,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,5042,5042.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-BF141A-001,PIPE/FITTING | ELBOW | IS 2062 | DN 100 | ASME B16.9,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,ONGC;SAIL,MTR,15906,7953.0,2,Bokaro Steel Plant
CMM-PIPEF-C0AB5E-001,PIPE/FITTING | ELBOW | IS 2062 | DN 80 | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,IOCL;NMDC,MTR,14908,7454.0,2,Barauni Refinery
CMM-PIPEF-C0D9F6-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,2103,2103.0,1,Kirandul Complex
CMM-PIPEF-C2B826-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,14117,14117.0,1,Bokaro Steel Plant
CMM-PIPEF-C49BFE-001,PIPE/FITTING | PIPE | ALLOY STEEL | 6 IN | ASME B16.9,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,HPCL,MTR,1993,1993.0,1,Bhatinda Refinery
CMM-PIPEF-C59503-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,6127,6127.0,1,Rourkela Steel Plant
CMM-PIPEF-C9F1AA-001,PIPE/FITTING | ASTM A106 GR.B | DN 100 | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,5,5,BHEL;HPCL;IOCL;ONGC;SAIL,MTR,26410,5282.0,5,Barauni Refinery
CMM-PIPEF-CA4F29-001,PIPE/FITTING | PIPE | IS 2062 | DN 100 | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,3,3,IOCL;NMDC;SAIL,MTR,23332,7777.33,3,Rourkela Steel Plant
CMM-PIPEF-CBA628-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,7281,7281.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-CD4628-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,1931,1931.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-D21766-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,11008,11008.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-D3CC49-001,PIPE/FITTING | PIPE | ALLOY STEEL | DN 80 | IS 1239,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,Coal India,MTR,1187,1187.0,1,Talcher Coalfields
CMM-PIPEF-D565F3-001,PIPE/FITTING | ASTM A106 GR.B | DN 50 | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,4,4,Coal India;IOCL;NMDC;ONGC,MTR,14515,3628.75,4,Haldia Refinery
CMM-PIPEF-D67C66-001,PIPE/FITTING | IS 2062 | DN 80 | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,6,6,Coal India;HPCL;IOCL;NTPC;ONGC;SAIL,MTR,49096,8182.67,6,Sivasagar Asset
CMM-PIPEF-D724AE-001,PIPE/FITTING | ASTM A106 GR.B | DN 80 | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,Coal India;NTPC,MTR,13943,6971.5,2,Singareni Collieries
CMM-PIPEF-DFE33C-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,7393,7393.0,1,Bhilai Steel Plant
CMM-PIPEF-E0FB6D-001,PIPE/FITTING | CARBON STEEL | 2 IN | IS 1239,PIPE/FITTING,VERIFIED_HARMONIZED,5,5,BHEL;HPCL;NMDC;NTPC;ONGC,MTR,37195,7439.0,5,Ranipet Complex
CMM-PIPEF-E34F2C-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,11852,11852.0,1,Durgapur Steel Plant
CMM-PIPEF-E48498-001,PIPE/FITTING | ELBOW | CARBON STEEL | DN 150 | ASME B16.9,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NTPC,MTR,12845,12845.0,1,Dadri Plant
CMM-PIPEF-E61CD1-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,11958,11958.0,1,Durgapur Steel Plant
CMM-PIPEF-EB17F7-001,PIPE/FITTING | ALLOY STEEL | 2 IN | ASME B16.5,PIPE/FITTING,VERIFIED_HARMONIZED,5,5,BHEL;HPCL;NTPC;ONGC;SAIL,MTR,48812,9762.4,5,Bhopal Complex
CMM-PIPEF-ED1BE7-001,PIPE/FITTING | CARBON STEEL | DN 100 | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,4,4,BHEL;Coal India;NMDC;NTPC,MTR,10011,2502.75,4,Vindhyachal STPS
CMM-PIPEF-EE1D45-001,PIPE/FITTING | FLANGE | IS 2062 | DN 80 | ASME B16.9,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,BHEL;ONGC,MTR,24706,12353.0,2,Bhopal Complex
CMM-PIPEF-F2A7E6-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,14435,14435.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-F76C77-001,PIPE/FITTING | ELBOW | ASTM A106 GR.B | 6 IN | ASME B16.5,PIPE/FITTING,VERIFIED_HARMONIZED,6,6,Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,MTR,61459,10243.17,6,Visakh Refinery
CMM-PIPEF-F7D030-001,PIPE/FITTING | ELBOW | ALLOY STEEL | 2 IN | API 5L,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,IOCL,MTR,2245,2245.0,1,Panipat Refinery
CMM-PIPEF-F80E7A-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,8499,8499.0,1,Bhilai Steel Plant
CMM-PIPEF-FAA474-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,1857,1857.0,1,Bokaro Steel Plant
CMM-PIPEF-FACAE4-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,11196,11196.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-FEC860-001,PIPE/FITTING | IS 2062 | 2 IN | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,BHEL;NMDC,MTR,10210,5105.0,2,Kirandul Complex
CMM-PUMP-012B36-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,485,485.0,1,Uran Plant
CMM-PUMP-01669B-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,7239,7239.0,1,Singareni Collieries
CMM-PUMP-01C96F-001,PUMP | CARBON STEEL | 2 IN X 1.5 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,SAIL,SET,11063,11063.0,1,Bhilai Steel Plant
CMM-PUMP-04A30D-001,PUMP | CAST IRON | 3 IN X 2 IN | ISO 2858,PUMP,VERIFIED_HARMONIZED,2,2,Coal India;ONGC,SET,10210,5105.0,2,Ankleshwar Asset
CMM-PUMP-04B5DC-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,6278,6278.0,1,Mumbai Refinery
CMM-PUMP-0645FB-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,11800,11800.0,1,Korba Coalfields
CMM-PUMP-06B966-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,13123,13123.0,1,Bhatinda Refinery
CMM-PUMP-0804F8-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,10307,10307.0,1,Talcher Coalfields
CMM-PUMP-08A544-001,PUMP | CARBON STEEL | DN 80 | API 610,PUMP,STANDALONE_CANDIDATE,1,1,NTPC,SET,13953,13953.0,1,Ramagundam STPS
CMM-PUMP-0920CA-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,5328,5328.0,1,Talcher Coalfields
CMM-PUMP-0AAE0E-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,6643,6643.0,1,Uran Plant
CMM-PUMP-0F45F6-001,PUMP | SS 316 | DN 100 | API 610,PUMP,VERIFIED_HARMONIZED,5,5,Coal India;HPCL;IOCL;ONGC;SAIL,SET,36415,7283.0,5,Jharia Coalfields
CMM-PUMP-10BBEC-001,PUMP | ALLOY STEEL | 2 IN X 1.5 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,11489,11489.0,1,Visakh Refinery
CMM-PUMP-12FC7D-001,PUMP | CENTRIFUGAL PUMP | SS 316 | 2 IN X 1.5 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,9599,9599.0,1,Mumbai Offshore Complex
CMM-PUMP-1359D8-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,11086,11086.0,1,Talcher Coalfields
CMM-PUMP-137846-001,PUMP | CAST IRON | DN 100 | API 610,PUMP,VERIFIED_HARMONIZED,2,2,BHEL;ONGC,SET,13736,6868.0,2,Mumbai Offshore Complex
CMM-PUMP-13DAB4-001,PUMP | DUPLEX STEEL | DN 80 | ISO 2858,PUMP,VERIFIED_HARMONIZED,5,5,BHEL;HPCL;NTPC;ONGC;SAIL,SET,43135,8627.0,5,Bhilai Steel Plant
CMM-PUMP-165443-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,6528,6528.0,1,Rajahmundry Asset
CMM-PUMP-173478-001,PUMP | CAST IRON | DN 100 | API 610,PUMP,VERIFIED_HARMONIZED,4,4,IOCL;NMDC;NTPC;SAIL,SET,46358,11589.5,4,Donimalai Iron Ore Mine
CMM-PUMP-17CA42-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,14235,14235.0,1,Visakh Refinery
CMM-PUMP-17F830-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,8035,8035.0,1,Bhatinda Refinery
CMM-PUMP-18DC6B-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,3543,3543.0,1,Visakh Refinery
CMM-PUMP-194977-001,PUMP | ALLOY STEEL | 2 IN X 1.5 IN | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,BHEL,SET,11180,11180.0,1,Hazira Complex
CMM-PUMP-1ABEEE-001,PUMP | CARBON STEEL | 2 IN X 1.5 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,174,174.0,1,Rajahmundry Asset
CMM-PUMP-1E1136-001,PUMP | ALLOY STEEL | 3 IN X 2 IN | API 610,PUMP,STANDALONE_CANDIDATE,1,1,BHEL,SET,3401,3401.0,1,Bhopal Complex
CMM-PUMP-1E2E39-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,12325,12325.0,1,Uran Plant
CMM-PUMP-1EB531-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,2184,2184.0,1,Singareni Collieries
CMM-PUMP-1ECC4D-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,3436,3436.0,1,Bhatinda Refinery
CMM-PUMP-1F3C25-001,PUMP | SS 304 | 2 IN X 1.5 IN | API 610,PUMP,STANDALONE_CANDIDATE,1,1,SAIL,SET,641,641.0,1,Rourkela Steel Plant
CMM-PUMP-21B057-001,PUMP | CENTRIFUGAL PUMP | ALLOY STEEL | DN 100 | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,NMDC,SET,333,333.0,1,Kirandul Complex
CMM-PUMP-24EC34-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,4353,4353.0,1,Rajahmundry Asset
CMM-PUMP-253D90-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,11697,11697.0,1,Jharia Coalfields
CMM-PUMP-257C0D-001,PUMP | SS 316 | DN 100 | API 610,PUMP,VERIFIED_HARMONIZED,4,4,Coal India;HPCL;NTPC;SAIL,SET,37169,9292.25,4,Rourkela Steel Plant
CMM-PUMP-28D343-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,11382,11382.0,1,Uran Plant
CMM-PUMP-28DDB3-001,PUMP | CAST IRON | DN 100 | ISO 2858,PUMP,VERIFIED_HARMONIZED,2,2,Coal India;ONGC,SET,19576,9788.0,2,Sivasagar Asset
CMM-PUMP-29649A-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,11906,11906.0,1,Mumbai Refinery
CMM-PUMP-2970BB-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,3472,3472.0,1,Singareni Collieries
CMM-PUMP-2F3FCE-001,PUMP | DUPLEX STEEL | 2 IN X 1.5 IN | API 610,PUMP,VERIFIED_HARMONIZED,3,3,HPCL;IOCL;NMDC,SET,16255,5418.33,3,Gujarat Refinery
CMM-PUMP-306AB1-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,5634,5634.0,1,Korba Coalfields
CMM-PUMP-316E80-001,PUMP | ALLOY STEEL | DN 80 | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,NTPC,SET,1061,1061.0,1,Ramagundam STPS
CMM-PUMP-326895-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,9641,9641.0,1,Mumbai Offshore Complex
CMM-PUMP-329011-001,PUMP | CENTRIFUGAL PUMP | CAST IRON | 3 IN X 2 IN | API 610,PUMP,VERIFIED_HARMONIZED,5,5,BHEL;Coal India;IOCL;NMDC;NTPC,SET,34108,6821.6,5,Dadri Plant
CMM-PUMP-353345-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,5586,5586.0,1,Bhatinda Refinery
CMM-PUMP-357758-001,PUMP | DUPLEX STEEL | 3 IN X 2 IN | ISO 2858,PUMP,VERIFIED_HARMONIZED,5,5,BHEL;Coal India;NMDC;NTPC;ONGC,SET,36396,7279.2,5,Sivasagar Asset
CMM-PUMP-36C5BF-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,9329,9329.0,1,Ankleshwar Asset
CMM-PUMP-36F968-001,PUMP | CAST IRON | DN 100 | IS 1520,PUMP,VERIFIED_HARMONIZED,2,2,BHEL;NMDC,SET,8709,4354.5,2,Trichy Complex
CMM-PUMP-372D2E-001,PUMP | SS 304 | 2 IN X 1.5 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,6690,6690.0,1,Mumbai Refinery
CMM-PUMP-380B77-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,513,513.0,1,Mumbai Refinery
CMM-PUMP-385649-001,PUMP | ALLOY STEEL | DN 100 | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,SAIL,SET,7893,7893.0,1,Bhilai Steel Plant
CMM-PUMP-38A47A-001,PUMP | CARBON STEEL | DN 100 | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,NMDC,SET,10059,10059.0,1,Donimalai Iron Ore Mine
CMM-PUMP-3A295D-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,7829,7829.0,1,Visakh Refinery
CMM-PUMP-3A7BBD-001,PUMP | SS 316 | 2 IN X 1.5 IN | API 610,PUMP,STANDALONE_CANDIDATE,1,1,NTPC,SET,3179,3179.0,1,Ramagundam STPS
CMM-PUMP-3C44B6-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,2658,2658.0,1,Visakh Refinery
CMM-PUMP-3C7C8B-001,PUMP | CENTRIFUGAL PUMP | ALLOY STEEL | DN 100 | API 610,PUMP,STANDALONE_CANDIDATE,1,1,IOCL,SET,84,84.0,1,Panipat Refinery
CMM-PUMP-3D5ACE-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,3622,3622.0,1,Bhatinda Refinery
CMM-PUMP-3E4DCE-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,8852,8852.0,1,Visakh Refinery
CMM-PUMP-3EE269-001,PUMP | CENTRIFUGAL PUMP | CARBON STEEL | DN 100 | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,SAIL,SET,7374,7374.0,1,Bhilai Steel Plant
CMM-PUMP-3F4E20-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,1136,1136.0,1,Singareni Collieries
CMM-PUMP-3FA360-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,9925,9925.0,1,Singareni Collieries
CMM-PUMP-3FB8ED-001,PUMP | CARBON STEEL | DN 80 | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,BHEL,SET,1927,1927.0,1,Trichy Complex
CMM-PUMP-414F8C-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,11889,11889.0,1,Singareni Collieries
CMM-PUMP-4274F0-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,12758,12758.0,1,Mumbai Refinery
CMM-PUMP-4393F2-001,PUMP | CAST IRON | 3 IN X 2 IN | ISO 2858,PUMP,VERIFIED_HARMONIZED,2,2,BHEL;NMDC,SET,21881,10940.5,2,Bhopal Complex
CMM-PUMP-464541-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,2594,2594.0,1,Ankleshwar Asset
CMM-PUMP-4753D7-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,13918,13918.0,1,Talcher Coalfields
CMM-PUMP-497521-001,PUMP | ALLOY STEEL | 2 IN X 1.5 IN | API 610,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,5313,5313.0,1,Visakh Refinery
CMM-PUMP-4DFD46-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,9263,9263.0,1,Talcher Coalfields
CMM-PUMP-4EB8E3-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,12294,12294.0,1,Korba Coalfields
CMM-PUMP-5580D4-001,PUMP | CENTRIFUGAL PUMP | SS 304 | 2 IN X 1.5 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,2621,2621.0,1,Korba Coalfields
CMM-PUMP-5711FC-001,PUMP | ALLOY STEEL | DN 100 | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,9796,9796.0,1,Mumbai Offshore Complex
CMM-PUMP-5784B2-001,PUMP | SS 304 | 3 IN X 2 IN | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,8605,8605.0,1,Jharia Coalfields
CMM-PUMP-5991EB-001,PUMP | SS 316 | 2 IN X 1.5 IN | API 610,PUMP,STANDALONE_CANDIDATE,1,1,IOCL,SET,8547,8547.0,1,Barauni Refinery
CMM-PUMP-5AE9A6-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,10714,10714.0,1,Rajahmundry Asset
CMM-PUMP-5B4120-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,6842,6842.0,1,Visakh Refinery
CMM-PUMP-5EDC22-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,7206,7206.0,1,Mumbai Refinery
CMM-PUMP-5F6083-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,12434,12434.0,1,Talcher Coalfields
CMM-PUMP-601ADC-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,7543,7543.0,1,Korba Coalfields
CMM-PUMP-6061C6-001,PUMP | DUPLEX STEEL | DN 100 | ISO 2858,PUMP,VERIFIED_HARMONIZED,2,2,NMDC;NTPC,SET,9943,4971.5,2,Singrauli STPS
CMM-PUMP-64429F-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,9941,9941.0,1,Bhatinda Refinery
CMM-PUMP-648A86-001,PUMP | SS 316 | 2 IN X 1.5 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,13403,13403.0,1,Korba Coalfields
CMM-PUMP-64CC94-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,10019,10019.0,1,Singareni Collieries
CMM-PUMP-665015-001,PUMP | CENTRIFUGAL PUMP | SS 304 | 3 IN X 2 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,2052,2052.0,1,Visakh Refinery
CMM-PUMP-67F25D-001,PUMP | CAST IRON | 2 IN X 1.5 IN | IS 1520,PUMP,VERIFIED_HARMONIZED,2,2,HPCL;IOCL,SET,9341,4670.5,2,Mumbai Refinery
CMM-PUMP-6BDDAA-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,10645,10645.0,1,Visakh Refinery
CMM-PUMP-6DD060-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,2245,2245.0,1,Talcher Coalfields
CMM-PUMP-6EE615-001,PUMP | SS 304 | 3 IN X 2 IN | API 610,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,13773,13773.0,1,Talcher Coalfields
CMM-PUMP-710588-001,PUMP | ALLOY STEEL | DN 80 | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,11257,11257.0,1,Mumbai Refinery
CMM-PUMP-71A39E-001,PUMP | CARBON STEEL | 2 IN X 1.5 IN | API 610,PUMP,VERIFIED_HARMONIZED,5,5,BHEL;Coal India;IOCL;ONGC;SAIL,SET,31723,6344.6,5,Hazira Complex
CMM-PUMP-725848-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,8323,8323.0,1,Bhatinda Refinery
CMM-PUMP-73D55D-001,PUMP | CARBON STEEL | 2 IN X 1.5 IN | API 610,PUMP,STANDALONE_CANDIDATE,1,1,IOCL,SET,12815,12815.0,1,Gujarat Refinery
CMM-PUMP-74714C-001,PUMP | CARBON STEEL | 3 IN X 2 IN | API 610,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,11585,11585.0,1,Bhatinda Refinery
CMM-PUMP-74B50B-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,7044,7044.0,1,Singareni Collieries
CMM-PUMP-74E3B9-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,10818,10818.0,1,Korba Coalfields
CMM-PUMP-775659-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,10577,10577.0,1,Uran Plant
CMM-PUMP-78BA26-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,1308,1308.0,1,Bhatinda Refinery
