Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used
ONGC-100134,ONGC,4-20 mA PRESSURE GAUGE - Brass 150#,4-20 ma pressure gauge - brass 150#,Instrumentation,Pressure Gauge,ASME B40.100,Brass,4-20 mA,,,,NOS,instrumentation,pressure gauge,,,Brass,4-20 mA,,,,,,,,,,ASME B40.100,ASME B40.100,,,,,,,Yokogawa,YOK-PG-4-20mA-09,NOS,9,False,,FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110114,IOCL,STORES ITEM Pressure Gauge 600# Brass 4-20 mA,stores item pressure gauge 600# brass 4-20 ma,Instrumentation,Pressure Gauge,ASME B40.100,Brass,4-20 mA,,,,NOS,instrumentation,pressure gauge,,,Brass,4-20 mA,,,,,,,,,,ASME B40.100,ASME B40.100,,,,,,,Yokogawa,YOK-PG-4-20mA-14,NOS,9,False,,FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100135,ONGC,BRG BALL 30205 Chrome Steel 150#,bearing ball 30205 chrome steel 150#,Bearings,Ball Bearing,ISO 15,Chrome Steel,30205,,,,NOS,bearing,ball bearing,,chrome steel,Chrome Steel,30205,,,,,,,,,,ISO 15,ISO 15,,,,,,,FAG,FAG-BB-30205-48,NOS,10,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CHROME_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_BALL_BEARING; UNIT_FROM_FIELD,specification; structured_field
CIL-400128,Coal India,"IND.Ball Bearing, Chrome Steel, SIZE 30205 300#","ind.ball bearing, chrome steel, size 30205 300#",Bearings,Ball Bearing,ISO 15,Chrome Steel,30205,,,,NOS,bearing,ball bearing,,chrome steel,Chrome Steel,30205,,,,,,,,,,ISO 15,ISO 15,,,,,,,FAG,FAG-BB-30205-23,NOS,10,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CHROME_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_BALL_BEARING; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300137,SAIL,IND.Induction Motor 3C x 95 sq mm Aluminium 150#,ind.induction motor 3c x 95 sq mm aluminium 150#,Electrical,Induction Motor,IS 7098,Aluminium,3C x 95 sq mm,500 m,,,MTR,electrical,,,,Aluminium,3C x 95 sq mm,,500 m,,,,,,,,IS 7098,IS 7098,,,,,,,BHEL,BHE-IM-3Cx95sqmm-08,MTR,9,True,size: '3C x 95 sq mm' vs '95 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NTPC-200124,NTPC,Induction Motor 300# Aluminium 3C x 95 sq mm,induction motor 300# aluminium 3c x 95 sq mm,Electrical,Induction Motor,IS 7098,Aluminium,3C x 95 sq mm,500 m,,,MTR,electrical,,,,Aluminium,3C x 95 sq mm,,500 m,,,,,,,,IS 7098,IS 7098,,,,,,,BHEL,BHE-IM-3Cx95sqmm-73,MTR,9,True,size: '3C x 95 sq mm' vs '95 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
BHEL-500128,BHEL,IND.FLOW METER 300# Polycarbonate 0-500 Deg C,ind.flow meter 300# polycarbonate 0-500 deg c,Instrumentation,Flow Meter,ASME B40.100,Polycarbonate,0-500 Deg C,,,,NOS,instrumentation,,,,Polycarbonate,0-500 Deg C,,,,,,,,,,ASME B40.100,ASME B40.100,,,,,,,Emerson,EME-FM-0-500DegC-82,NOS,8,False,,FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
IOCL-110115,IOCL,IND.0-500 Deg C FLOW METER - Polycarbonate 600#,ind.0-500 deg c flow meter - polycarbonate 600#,Instrumentation,Flow Meter,ASME B40.100,Polycarbonate,0-500 Deg C,,,,NOS,instrumentation,,,,Polycarbonate,0-500 Deg C,,,,,,,,,,ASME B40.100,ASME B40.100,,,,,,,Emerson,EME-FM-0-500DegC-95,NOS,8,False,,FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NTPC-200125,NTPC,GEAR PUMP 600# Carbon Steel 3 in x 2 in,gear pump 600# carbon steel 3 in x 2 in,Pumps,Gear Pump,ISO 2858,Carbon Steel,3 in x 2 in,,,,SET,pump,,,carbon steel,Carbon Steel,3 in x 2 in,,,,,,,,,,ISO 2858,ISO 2858,,,,,,,WPIL,WPI-GP-3inx2in-27,SET,9,True,size: '3 in x 2 in' vs '3 in',FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
HPCL-120134,HPCL,"IND.Gear Pump, Alloy Steel, SIZE 3 in x 2 in 300#","ind.gear pump, alloy steel, size 3 in x 2 in 300#",Pumps,Gear Pump,ISO 2858,Alloy Steel,3 in x 2 in,,,,SET,pump,,,,Alloy Steel,3 in x 2 in,,,,,,,,,,ISO 2858,ISO 2858,,,,,,,WPIL,WPI-GP-3inx2in-51,SET,8,True,size: '3 in x 2 in' vs '3 in',FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
BHEL-500129,BHEL,STORES ITEM 415V 100A Switchgear Panel - XLPE Insulated 150#,stores item 415v 100a switchgear panel - xlpe insulated 150#,Electrical,Switchgear Panel,IEC 60502,XLPE Insulated,415V 100A,,,,MTR,electrical,,,xlpe,XLPE Insulated,415V 100A,,,,,,,,,,IEC 60502,IEC 60502,,,,,,,ABB,ABB-SP-415V100A-35,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100136,ONGC,IND.415V 100A Switchgear Panel - XLPE Insulated 300#,ind.415v 100a switchgear panel - xlpe insulated 300#,Electrical,Switchgear Panel,IEC 60502,XLPE Insulated,415V 100A,,,,MTR,electrical,,,xlpe,XLPE Insulated,415V 100A,,,,,,,,,,IEC 60502,IEC 60502,,,,,,,ABB,ABB-SP-415V100A-11,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200126,NTPC,"SPARE-THRUST BEARING, Stainless Steel, SIZE 22208 300#","spare-thrust bearing, stainless steel, size 22208 300#",Bearings,Thrust Bearing,ABMA 9,Stainless Steel,22208,,,,NOS,bearing,,,stainless steel,Stainless Steel,22208,,,,,,,,,,,ABMA 9,,,,,,,Timken,TIM-TB-22208-21,NOS,8,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,description; structured_field
CIL-400129,Coal India,"STORES ITEM THRUST BEARING, Stainless Steel, SIZE 22208 150#","stores item thrust bearing, stainless steel, size 22208 150#",Bearings,Thrust Bearing,ABMA 9,Stainless Steel,22208,,,,NOS,bearing,,,stainless steel,Stainless Steel,22208,,,,,,,,,,,ABMA 9,,,,,,,Timken,TIM-TB-22208-57,NOS,8,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,description; structured_field
HPCL-120135,HPCL,IND.100 mm MECHANICAL SEAL - NBR 150#,ind.100 mm mechanical seal - nbr 150#,Seals,Mechanical Seal,ASME B16.20,NBR,100 mm,,,PTFE Lined,NOS,seal/gasket,,,,NBR,100 mm,,,,,,,,,,ASME B16.20,ASME B16.20,ptfe lined,,,,,,Sealol,SEA-MS-100mm-26,NOS,9,False,,COATING_FROM_STRUCTURED_FIELD; FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_MM; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200127,NTPC,STORES ITEM MECHANICAL SEAL 600# NBR 100 mm,stores item mechanical seal 600# nbr 100 mm,Seals,Mechanical Seal,ASME B16.20,NBR,100 mm,,,PTFE Lined,NOS,seal/gasket,,,,NBR,100 mm,,,,,,,,,,ASME B16.20,ASME B16.20,ptfe lined,,,,,,Sealol,SEA-MS-100mm-67,NOS,9,False,,COATING_FROM_STRUCTURED_FIELD; FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_MM; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300138,SAIL,SPARE-415V 100A XLPE CABLE - XLPE Insulated 600#,spare-415v 100a xlpe cable - xlpe insulated 600#,Electrical,XLPE Cable,IS 13947,XLPE Insulated,415V 100A,100 m,,,MTR,electrical,cable,,xlpe,XLPE Insulated,415V 100A,,100 m,,,,,,,,IS 13947,IS 13947,,,,,,,Crompton Greaves,CROGRE-XC-415V100A-39,MTR,11,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100137,ONGC,SPARE-XLPE Cable 415V 100A XLPE Insulated 300#,spare-xlpe cable 415v 100a xlpe insulated 300#,Electrical,XLPE Cable,IS 13947,XLPE Insulated,415V 100A,100 m,,,MTR,electrical,cable,,xlpe,XLPE Insulated,415V 100A,,100 m,,,,,,,,IS 13947,IS 13947,,,,,,,Crompton Greaves,CROGRE-XC-415V100A-17,MTR,11,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410131,NMDC,"Ball Valve, ASTM A351 CF8M, SIZE 1 in 150#","ball valve, astm a351 cf8m, size 1 in 150#",Valves,Ball Valve,API 600,ASTM A351 CF8M,1 in,,1 in,Zinc Plated,NOS,valve,ball valve,,,ASTM A351 CF8M,1 in,,,,,1 in,,,,,API 600,API 600,zinc plated,,,,,,Audco,AUD-BV-1in-44,NOS,11,True,material_grade: 'ASTM A351 CF8M' vs 'ASTM A351',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; TYPE_BALL_VALVE; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500130,BHEL,STORES ITEM 1 in Ball Valve - ASTM A216 WCB 300#,stores item 1 in ball valve - astm a216 wcb 300#,Valves,Ball Valve,API 600,ASTM A216 WCB,1 in,,1 in,Zinc Plated,NOS,valve,ball valve,,,ASTM A216 WCB,1 in,,,,,1 in,,,,,API 600,API 600,zinc plated,,,,,,Audco,AUD-BV-1in-24,NOS,11,True,material_grade: 'ASTM A216 WCB' vs 'WCB',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; TYPE_BALL_VALVE; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200128,NTPC,STORES ITEM DN 80 Gear Pump - Carbon Steel 150#,stores item dn 80 gear pump - carbon steel 150#,Pumps,Gear Pump,API 610,Carbon Steel,DN 80,,DN 80,,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,DN 80,,,,,API 610,API 610,,,,,,,Kirloskar,KIR-GP-DN80-34,SET,10,True,size: 'DN 80' vs 'DN80',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300139,SAIL,IND.GEAR PUMP DN 80 Alloy Steel 600#,ind.gear pump dn 80 alloy steel 600#,Pumps,Gear Pump,API 610,Alloy Steel,DN 80,,DN 80,,SET,pump,,,,Alloy Steel,DN 80,,,,,DN 80,,,,,API 610,API 610,,,,,,,Kirloskar,KIR-GP-DN80-28,SET,9,True,size: 'DN 80' vs 'DN80',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
CIL-400130,Coal India,SPARE-GATE VLV 300# SS316 1/2 in,spare-gate vlv 300# ss316 1/2 in,Valves,Gate Valve,ASME B16.34,SS316,1/2 in,,,,NOS,valve,gate valve,,stainless steel,SS316,1/2 in,,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,,L&T Valves,L&TVAL-GV-1-2in-41,NOS,10,True,material_grade: 'SS316' vs 'SS 316',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FRACTION_INCH; STANDARD_FROM_SPECIFICATION; TYPE_GATE_VALVE; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500131,BHEL,SPARE-GATE VLV 600# SS304 1/2 in,spare-gate vlv 600# ss304 1/2 in,Valves,Gate Valve,ASME B16.34,SS304,1/2 in,,,,NOS,valve,gate valve,,stainless steel,SS304,1/2 in,,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,,L&T Valves,L&TVAL-GV-1-2in-70,NOS,10,True,material_grade: 'SS304' vs 'SS 304',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FRACTION_INCH; STANDARD_FROM_SPECIFICATION; TYPE_GATE_VALVE; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410132,NMDC,SPARE-65 mm Oil Seal - PTFE 600#,spare-65 mm oil seal - ptfe 600#,Seals,Oil Seal,ASME B16.20,PTFE,65 mm,,65 mm,,NOS,seal/gasket,lubricant,,,PTFE,65 mm,,,,,65 mm,,,,,ASME B16.20,ASME B16.20,ptfe,,,,,,Chesterton,CHE-OS-65mm-02,NOS,11,True,material_family: 'seal/gasket' vs 'lubricant',COATING_PTFE; DIAMETER_FROM_FIELD; FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_MM; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
HPCL-120136,HPCL,IND.OIL SEAL 150# PTFE 65 mm,ind.oil seal 150# ptfe 65 mm,Seals,Oil Seal,ASME B16.20,PTFE,65 mm,,65 mm,,NOS,seal/gasket,lubricant,,,PTFE,65 mm,,,,,65 mm,,,,,ASME B16.20,ASME B16.20,ptfe,,,,,,Chesterton,CHE-OS-65mm-21,NOS,11,True,material_family: 'seal/gasket' vs 'lubricant',COATING_PTFE; DIAMETER_FROM_FIELD; FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_MM; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110116,IOCL,"SPARE-GLOBE VALVE, ASTM A216 WCB, SIZE DN 50 150#","spare-globe valve, astm a216 wcb, size dn 50 150#",Valves,Globe Valve,API 600,ASTM A216 WCB,DN 50,,,,NOS,valve,globe valve,,,ASTM A216 WCB,DN 50,,,,,,,,,,API 600,API 600,,,,,,,Audco,AUD-GV-DN50-40,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A216 WCB' vs 'WCB',FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_GLOBE_VALVE; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500132,BHEL,STORES ITEM DN 50 GLOBE VALVE - ASTM A351 CF8M 600#,stores item dn 50 globe valve - astm a351 cf8m 600#,Valves,Globe Valve,API 600,ASTM A351 CF8M,DN 50,,,,NOS,valve,globe valve,,,ASTM A351 CF8M,DN 50,,,,,,,,,,API 600,API 600,,,,,,,Audco,AUD-GV-DN50-09,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A351 CF8M' vs 'ASTM A351',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_GLOBE_VALVE; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410133,NMDC,IND.4C x 25 sq mm SWITCHGEAR PANEL - XLPE Insulated 150#,ind.4c x 25 sq mm switchgear panel - xlpe insulated 150#,Electrical,Switchgear Panel,IS 13947,XLPE Insulated,4C x 25 sq mm,500 m,,,MTR,electrical,,,xlpe,XLPE Insulated,4C x 25 sq mm,,500 m,,,,,,,,IS 13947,IS 13947,,,,,,,Crompton Greaves,CROGRE-SP-4Cx25sqmm-31,MTR,10,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200129,NTPC,SWITCHGEAR PANEL 300# XLPE Insulated 4C x 25 sq mm,switchgear panel 300# xlpe insulated 4c x 25 sq mm,Electrical,Switchgear Panel,IS 13947,XLPE Insulated,4C x 25 sq mm,500 m,,,MTR,electrical,,,xlpe,XLPE Insulated,4C x 25 sq mm,,500 m,,,,,,,,IS 13947,IS 13947,,,,,,,Crompton Greaves,CROGRE-SP-4Cx25sqmm-78,MTR,10,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410134,NMDC,STORES ITEM Reciprocating Pump 300# Cast Iron DN 100,stores item reciprocating pump 300# cast iron dn 100,Pumps,Reciprocating Pump,IS 1520,Cast Iron,DN 100,,DN 100,,SET,pump,,,,Cast Iron,DN 100,,,,,DN 100,,,,,IS 1520,IS 1520,,,,cast,,,KSB,KSB-RP-DN100-69,SET,10,True,size: 'DN 100' vs 'DN100',CONSTRUCTION_CAST; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500133,BHEL,"RECIPROCATING PUMP, Cast Iron, SIZE DN 100 150#","reciprocating pump, cast iron, size dn 100 150#",Pumps,Reciprocating Pump,IS 1520,Cast Iron,DN 100,,DN 100,,SET,pump,,,,Cast Iron,DN 100,,,,,DN 100,,,,,IS 1520,IS 1520,,,,cast,,,KSB,KSB-RP-DN100-19,SET,10,True,size: 'DN 100' vs 'DN100',CONSTRUCTION_CAST; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300140,SAIL,SPARE-O-RING 150# NBR 2 in,spare-o-ring 150# nbr 2 in,Seals,O-Ring,API 682,NBR,2 in,,,,NOS,seal/gasket,,,,NBR,2 in,,,,,,,,,,API 682,API 682,,,,,,,Chesterton,CHE-O-2in-71,NOS,8,False,,FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
HPCL-120137,HPCL,O-RING 2 in NBR 300#,o-ring 2 in nbr 300#,Seals,O-Ring,API 682,NBR,2 in,,,,NOS,seal/gasket,,,,NBR,2 in,,,,,,,,,,API 682,API 682,,,,,,,Chesterton,CHE-O-2in-83,NOS,8,False,,FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410135,NMDC,IND.Hex Nut 300# Carbon Steel M12 x 50,ind.hexagonal nut 300# carbon steel m12 x 50,Fasteners,Hex Nut,IS 1367,Carbon Steel,M12 x 50,50 mm,,Zinc Plated,NOS,fastener,nut,hex,carbon steel,Carbon Steel,M12 x 50,,50 mm,,,,,,,,IS 1367,IS 1367,zinc plated,,,,,,Unbrako,UNB-HN-M12x50-97,NOS,13,True,size: 'M12 x 50' vs 'M12',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500134,BHEL,HEX NUT M12 x 50 Alloy Steel 150#,hexagonal nut m12 x 50 alloy steel 150#,Fasteners,Hex Nut,IS 1367,Alloy Steel,M12 x 50,50 mm,,Zinc Plated,NOS,fastener,nut,hex,,Alloy Steel,M12 x 50,,50 mm,,,,,,,,IS 1367,IS 1367,zinc plated,,,,,,Unbrako,UNB-HN-M12x50-30,NOS,12,True,size: 'M12 x 50' vs 'M12',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100138,ONGC,DN 100 RECIPROCATING PUMP - SS316 300#,dn 100 reciprocating pump - ss316 300#,Pumps,Reciprocating Pump,API 610,SS316,DN 100,,DN 100,,SET,pump,,,stainless steel,SS316,DN 100,,,,,DN 100,,,,,API 610,API 610,,,,,,,WPIL,WPI-RP-DN100-71,SET,10,True,size: 'DN 100' vs 'DN100'; material_grade: 'SS316' vs 'SS 316',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410136,NMDC,IND.DN 100 RECIPROCATING PUMP - SS304 150#,ind.dn 100 reciprocating pump - ss304 150#,Pumps,Reciprocating Pump,API 610,SS304,DN 100,,DN 100,,SET,pump,,,stainless steel,SS304,DN 100,,,,,DN 100,,,,,API 610,API 610,,,,,,,WPIL,WPI-RP-DN100-69,SET,10,True,size: 'DN 100' vs 'DN100'; material_grade: 'SS304' vs 'SS 304',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
