Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used,Manufacturer,Manufacturer_Part_No,Plant,Material_Status,Annual_Consumption,Last_Purchase_Date,Standardized_Description,Canonical_Material_Key,Canonical_Material_Family,Canonical_Material_Type,Canonical_Material_Subtype,Canonical_Material,Canonical_Material_Grade,Canonical_Nominal_Size,Canonical_Size,Canonical_Length,Canonical_Width,Canonical_Height,Canonical_Diameter,Canonical_Thickness,Canonical_Pressure_Class,Canonical_Schedule,Canonical_Rating,Canonical_Standard,Canonical_Specification,Canonical_Coating,Canonical_Connection_Type,Canonical_End_Type,Canonical_Construction,Canonical_Orientation,Canonical_Manufacturer,Canonical_Manufacturer_Part_No,Canonical_Unit,Standardization_Changed,Standardization_Rule_Count,Standardization_Rules_Applied,Standardization_Conflict_Preserved
ONGC-100210,ONGC,STORES ITEM 6 in MUD PUMP LINER - Alloy Steel,stores item 6 in mud pump liner - alloy steel,Pumps,Mud Pump Liner,API 7K,Alloy Steel,6 in,,6 in,,SET,pump,,,,Alloy Steel,6 in,,,,,6 in,,,,,API 7K,API 7K,,,,,,,Kirloskar,KIR-MPL-6in-35,SET,9,False,,DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-MPL-6in-35,Sivasagar Asset,Active,7062,2025-04-09,PUMP | ALLOY STEEL | 6 IN | 6 IN | API 7K,PUMP|ALLOY_STEEL|6_IN|6_IN|API_7K,PUMP,,,,ALLOY STEEL,,6 IN,,,,6 IN,,,,,API 7K,API 7K,,,,,,KIRLOSKAR,KIR-MPL-6IN-35,SET,True,9,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_UPPERCASE,False
NMDC-410194,NMDC,IND.Ore Crusher Hammer Manganese Steel M24 x 100,ind.ore crusher hammer manganese steel m24 x 100,Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,,NOS,fastener,,,,Manganese Steel,M24 x 100,,100 mm,,,,,,,,IS 4772,IS 4772,,,,,,,Unbrako,UNB-OCH-M24x100-21,NOS,9,True,size: 'M24 x 100' vs 'M24',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Unbrako,UNB-OCH-M24x100-21,Donimalai Iron Ore Mine,Active,8378,2025-11-09,FASTENER | MANGANESE STEEL | M24 X 100 | 100 MM | IS 4772,FASTENER|MANGANESE_STEEL|M24_X_100|100_MM|IS_4772,FASTENER,,,,MANGANESE STEEL,,M24 X 100,100 MM,,,,,,,,IS 4772,IS 4772,,,,,,UNBRAKO,UNB-OCH-M24X100-21,NOS,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_FORMAT_MM; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,True
CIL-400191,Coal India,SPARE-MINE DEWATERING PUMP Cast Iron DN 150,spare-mine dewatering pump cast iron dn 150,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,,,SET,pump,,,,Cast Iron,DN 150,,,,,,,,,,IS 5120,IS 5120,,,,cast,,,WPIL,WPI-MDP-DN150-74,SET,9,True,size: 'DN 150' vs 'DN150',CONSTRUCTION_CAST; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,WPIL,WPI-MDP-DN150-74,Singareni Collieries,Active,3472,2024-04-16,PUMP | CAST | CAST IRON | DN 150 | IS 5120,PUMP|CAST_IRON|DN_150|IS_5120|CAST,PUMP,,,,CAST IRON,,DN 150,,,,,,,,,IS 5120,IS 5120,,,,CAST,,WPIL,WPI-MDP-DN150-74,SET,True,9,CONSTRUCTION_CANONICAL; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
NTPC-200190,NTPC,0-15 m COAL BUNKER LEVEL SWITCH - SS316,0-15 m coal bunker level switch - ss316,Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,instrumentation,,,stainless steel,SS316,0-15 m,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,ABB,ABB-CBLS-0-15m-10,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,ABB,ABB-CBLS-0-15m-10,Korba STPS,Slow-Moving,282,2024-10-15,INSTRUMENTATION | STAINLESS STEEL | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION|STAINLESS_STEEL|SS_316|0_15_M|IEC_60529,INSTRUMENTATION,,,STAINLESS STEEL,SS 316,,0-15 M,,,,,,,,,IEC 60529,IEC 60529,,,,,,ABB,ABB-CBLS-0-15M-10,NOS,True,9,FAMILY_CANONICAL; GRADE_FORMAT_SS316; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IEC; UNIT_CANONICAL,True
NTPC-200191,NTPC,STORES ITEM BOILER FEED PUMP MOTOR 6.6 kV Copper Wound,stores item boiler feed pump motor 6.6 kv copper wound,Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,,,,MTR,electrical,,,,Copper Wound,6.6 kV,,,,,,,,,,IS 12615,IS 12615,,,,,,,Havells,HAV-BFPM-6.6kV-17,MTR,8,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Havells,HAV-BFPM-6.6kV-17,Ramagundam STPS,Active,2621,2025-07-15,ELECTRICAL | COPPER WOUND | 6.6 KV | IS 12615,ELECTRICAL|COPPER_WOUND|66_KV|IS_12615,ELECTRICAL,,,,COPPER WOUND,,6.6 KV,,,,,,,,,IS 12615,IS 12615,,,,,,HAVELLS,HAV-BFPM-6.6KV-17,MTR,True,8,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,False
IOCL-110181,IOCL,REFINERY FLARE SENSOR 1/2 in NPT SS316,refinery flare sensor 1/2 in npt ss316,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,instrumentation,,,stainless steel,SS316,1/2 in NPT,,,,,,,,,,API 537,API 537,,,,,,,ABB,ABB-RFS-1-2inNPT-44,NOS,9,True,size: '1/2 in NPT' vs '1/2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,ABB,ABB-RFS-1-2inNPT-44,Mathura Refinery,Active,3039,2025-12-02,INSTRUMENTATION | STAINLESS STEEL | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION|STAINLESS_STEEL|SS_316|1_2_IN_NPT|API_537,INSTRUMENTATION,,,STAINLESS STEEL,SS 316,,1/2 IN NPT,,,,,,,,,API 537,API 537,,,,,,ABB,ABB-RFS-1-2INNPT-44,NOS,True,9,FAMILY_CANONICAL; GRADE_FORMAT_SS316; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_CANONICAL,True
BHEL-500191,BHEL,"SPARE-STEAM TURBINE CONTROL VALVE, ASTM A217 WC6, SIZE 6 in","spare-steam turbine control valve, astm a217 wc6, size 6 in",Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,,,NOS,valve,,,,ASTM A217 WC6,6 in,,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,,Audco,AUD-STCV-6in-76,NOS,8,True,material_grade: 'ASTM A217 WC6' vs 'ASTM A217',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Audco,AUD-STCV-6in-76,Trichy Complex,Slow-Moving,10486,2024-06-14,VALVE | ASTM A217 WC6 | 6 IN | ASME B16.34,VALVE|ASTM_A217_WC6|6_IN|ASME_B1634,VALVE,,,,ASTM A217 WC6,,6 IN,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,AUDCO,AUD-STCV-6IN-76,NOS,True,8,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; UNIT_CANONICAL,True
CIL-400192,Coal India,MINE DEWATERING PUMP Cast Iron DN 150,mine dewatering pump cast iron dn 150,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,,,SET,pump,,,,Cast Iron,DN 150,,,,,,,,,,IS 5120,IS 5120,,,,cast,,,WPIL,WPI-MDP-DN150-17,SET,9,True,size: 'DN 150' vs 'DN150',CONSTRUCTION_CAST; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,WPIL,WPI-MDP-DN150-17,Korba Coalfields,Active,10818,2025-07-13,PUMP | CAST | CAST IRON | DN 150 | IS 5120,PUMP|CAST_IRON|DN_150|IS_5120|CAST,PUMP,,,,CAST IRON,,DN 150,,,,,,,,,IS 5120,IS 5120,,,,CAST,,WPIL,WPI-MDP-DN150-17,SET,True,9,CONSTRUCTION_CANONICAL; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
SAIL-300201,SAIL,STORES ITEM DN 200 BLAST FURNACE TUYERE - Copper Alloy,stores item dn 200 blast furnace tuyere - copper alloy,Pipes & Fittings,Blast Furnace Tuyere,IS 2062,Copper Alloy,DN 200,12 m,DN 200,,MTR,pipe/fitting,,,,Copper Alloy,DN 200,,12 m,,,DN 200,,,,,IS 2062,IS 2062,,,,,,,Jindal Pipes,JINPIP-BFT-DN200-90,MTR,10,True,size: 'DN 200' vs 'DN200',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Jindal Pipes,JINPIP-BFT-DN200-90,Rourkela Steel Plant,Active,9470,2025-09-05,PIPE/FITTING | COPPER ALLOY | DN 200 | 12 M | DN 200 | IS 2062,PIPE_FITTING|COPPER_ALLOY|DN_200|12_M|DN_200|IS_2062,PIPE/FITTING,,,,COPPER ALLOY,,DN 200,12 M,,,DN 200,,,,,IS 2062,IS 2062,,,,,,JINDAL PIPES,JINPIP-BFT-DN200-90,MTR,True,10,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,True
SAIL-300202,SAIL,"IND.ROLLING MILL DRIVE MOTOR, Copper Wound, SIZE 11 kV","ind.rolling mill drive motor, copper wound, size 11 kv",Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,100 m,,,MTR,electrical,,,,Copper Wound,11 kV,,100 m,,,,,,,,IS 12615,IS 12615,,,,,,,Crompton Greaves,CROGRE-RMDM-11kV-80,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Crompton Greaves,CROGRE-RMDM-11kV-80,Bokaro Steel Plant,Obsolete,14079,2025-09-27,ELECTRICAL | COPPER WOUND | 11 KV | 100 M | IS 12615,ELECTRICAL|COPPER_WOUND|11_KV|100_M|IS_12615,ELECTRICAL,,,,COPPER WOUND,,11 KV,100 M,,,,,,,,IS 12615,IS 12615,,,,,,CROMPTON GREAVES,CROGRE-RMDM-11KV-80,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,False
BHEL-500192,BHEL,STORES ITEM Turbine Generator Stator Coil 11 kV Copper,stores item turbine generator stator coil 11 kv copper,Electrical,Turbine Generator Stator Coil,IS 12066,Copper,11 kV,500 m,,,MTR,electrical,,,,Copper,11 kV,,500 m,,,,,,,,IS 12066,IS 12066,,,,,,,Havells,HAV-TGSC-11kV-70,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Havells,HAV-TGSC-11kV-70,Hazira Complex,Active,2219,2024-01-08,ELECTRICAL | COPPER | 11 KV | 500 M | IS 12066,ELECTRICAL|COPPER|11_KV|500_M|IS_12066,ELECTRICAL,,,,COPPER,,11 KV,500 M,,,,,,,,IS 12066,IS 12066,,,,,,HAVELLS,HAV-TGSC-11KV-70,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,False
IOCL-110182,IOCL,COKER SLIDE VALVE ASTM A217 C5 4 in,coker slide valve astm a217 c5 4 in,Valves,Coker Slide Valve,API 599,ASTM A217 C5,4 in,,4 in,,NOS,valve,,,,ASTM A217 C5,4 in,,,,,4 in,,,,,API 599,API 599,,,,,,,Fouress,FOU-CSV-4in-36,NOS,9,True,material_grade: 'ASTM A217 C5' vs 'ASTM A217',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Fouress,FOU-CSV-4in-36,Barauni Refinery,Active,12364,2025-01-02,VALVE | ASTM A217 C5 | 4 IN | 4 IN | API 599,VALVE|ASTM_A217_C5|4_IN|4_IN|API_599,VALVE,,,,ASTM A217 C5,,4 IN,,,,4 IN,,,,,API 599,API 599,,,,,,FOURESS,FOU-CSV-4IN-36,NOS,True,9,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_CANONICAL,True
BHEL-500193,BHEL,STORES ITEM Steam Turbine Control Valve ASTM A217 WC6 6 in,stores item steam turbine control valve astm a217 wc6 6 in,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,6 in,,NOS,valve,,,,ASTM A217 WC6,6 in,,,,,6 in,,,,,ASME B16.34,ASME B16.34,,,,,,,KSB,KSB-STCV-6in-01,NOS,9,True,material_grade: 'ASTM A217 WC6' vs 'ASTM A217',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,KSB,KSB-STCV-6in-01,Bhopal Complex,Active,12942,2025-02-28,VALVE | ASTM A217 WC6 | 6 IN | 6 IN | ASME B16.34,VALVE|ASTM_A217_WC6|6_IN|6_IN|ASME_B1634,VALVE,,,,ASTM A217 WC6,,6 IN,,,,6 IN,,,,,ASME B16.34,ASME B16.34,,,,,,KSB,KSB-STCV-6IN-01,NOS,True,9,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; UNIT_CANONICAL,True
HPCL-120193,HPCL,SPARE-TANK FARM LEVEL GAUGE 0-20 m SS304,spare-tank farm level gauge 0-20 m ss304,Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,instrumentation,,,stainless steel,SS304,0-20 m,,,,,,,,,,API 2350,API 2350,,,,,,,Honeywell,HON-TFLG-0-20m-49,NOS,9,True,material_grade: 'SS304' vs 'SS 304',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Honeywell,HON-TFLG-0-20m-49,Visakh Refinery,Active,14660,2024-09-19,INSTRUMENTATION | STAINLESS STEEL | SS 304 | 0-20 M | API 2350,INSTRUMENTATION|STAINLESS_STEEL|SS_304|0_20_M|API_2350,INSTRUMENTATION,,,STAINLESS STEEL,SS 304,,0-20 M,,,,,,,,,API 2350,API 2350,,,,,,HONEYWELL,HON-TFLG-0-20M-49,NOS,True,9,FAMILY_CANONICAL; GRADE_FORMAT_SS304; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_CANONICAL,True
SAIL-300203,SAIL,"IND.Rolling Mill Drive Motor, Copper Wound, SIZE 11 kV","ind.rolling mill drive motor, copper wound, size 11 kv",Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,100 m,,,MTR,electrical,,,,Copper Wound,11 kV,,100 m,,,,,,,,IS 12615,IS 12615,,,,,,,BHEL,BHE-RMDM-11kV-38,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,BHEL,BHE-RMDM-11kV-38,Bokaro Steel Plant,Active,14994,2025-07-01,ELECTRICAL | COPPER WOUND | 11 KV | 100 M | IS 12615,ELECTRICAL|COPPER_WOUND|11_KV|100_M|IS_12615,ELECTRICAL,,,,COPPER WOUND,,11 KV,100 M,,,,,,,,IS 12615,IS 12615,,,,,,BHEL,BHE-RMDM-11KV-38,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,False
NMDC-410195,NMDC,"ORE CRUSHER HAMMER, Manganese Steel, SIZE M24 x 100","ore crusher hammer, manganese steel, size m24 x 100",Fasteners,Ore Crusher Hammer,IS 4772,Manganese Steel,M24 x 100,100 mm,,,NOS,fastener,,,,Manganese Steel,M24 x 100,,100 mm,,,,,,,,IS 4772,IS 4772,,,,,,,Sundram Fasteners,SUNFAS-OCH-M24x100-06,NOS,9,True,size: 'M24 x 100' vs 'M24',FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Sundram Fasteners,SUNFAS-OCH-M24x100-06,Donimalai Iron Ore Mine,Active,796,2025-09-29,FASTENER | MANGANESE STEEL | M24 X 100 | 100 MM | IS 4772,FASTENER|MANGANESE_STEEL|M24_X_100|100_MM|IS_4772,FASTENER,,,,MANGANESE STEEL,,M24 X 100,100 MM,,,,,,,,IS 4772,IS 4772,,,,,,SUNDRAM FASTENERS,SUNFAS-OCH-M24X100-06,NOS,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_FORMAT_MM; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,True
SAIL-300204,SAIL,SPARE-Rolling Mill Drive Motor 11 kV Copper Wound,spare-rolling mill drive motor 11 kv copper wound,Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,500 m,,,MTR,electrical,,,,Copper Wound,11 kV,,500 m,,,,,,,,IS 12615,IS 12615,,,,,,,ABB,ABB-RMDM-11kV-08,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,ABB,ABB-RMDM-11kV-08,Bokaro Steel Plant,Active,12106,2025-07-01,ELECTRICAL | COPPER WOUND | 11 KV | 500 M | IS 12615,ELECTRICAL|COPPER_WOUND|11_KV|500_M|IS_12615,ELECTRICAL,,,,COPPER WOUND,,11 KV,500 M,,,,,,,,IS 12615,IS 12615,,,,,,ABB,ABB-RMDM-11KV-08,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,False
NTPC-200192,NTPC,Boiler Feed Pump Motor Copper Wound 6.6 kV,boiler feed pump motor copper wound 6.6 kv,Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,1000 m,,,MTR,electrical,,,,Copper Wound,6.6 kV,,1000 m,,,,,,,,IS 12615,IS 12615,,,,,,,Siemens,SIE-BFPM-6.6kV-02,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Siemens,SIE-BFPM-6.6kV-02,Korba STPS,Active,14271,2025-08-12,ELECTRICAL | COPPER WOUND | 6.6 KV | 1000 M | IS 12615,ELECTRICAL|COPPER_WOUND|66_KV|1000_M|IS_12615,ELECTRICAL,,,,COPPER WOUND,,6.6 KV,1000 M,,,,,,,,IS 12615,IS 12615,,,,,,SIEMENS,SIE-BFPM-6.6KV-02,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,False
BHEL-500194,BHEL,STORES ITEM 11 kV TURBINE GENERATOR STATOR COIL - Copper,stores item 11 kv turbine generator stator coil - copper,Electrical,Turbine Generator Stator Coil,IS 12066,Copper,11 kV,1000 m,,,MTR,electrical,,,,Copper,11 kV,,1000 m,,,,,,,,IS 12066,IS 12066,,,,,,,Crompton Greaves,CROGRE-TGSC-11kV-15,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Crompton Greaves,CROGRE-TGSC-11kV-15,Bhopal Complex,Active,4945,2024-11-21,ELECTRICAL | COPPER | 11 KV | 1000 M | IS 12066,ELECTRICAL|COPPER|11_KV|1000_M|IS_12066,ELECTRICAL,,,,COPPER,,11 KV,1000 M,,,,,,,,IS 12066,IS 12066,,,,,,CROMPTON GREAVES,CROGRE-TGSC-11KV-15,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,False
